Title,Movie ID,Genre,Production Company,Budget,Revenue,Overview,Release Date
The Final Destination,19912,Horror,Parallel Zide,40000000,186167139,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",2009-08-26
Whiteout,22787,Action,Dark Castle Entertainment,40000000,12206028,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good – in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",2009-09-09
Cirque du Freak: The Vampire's Assistant,24418,Adventure,Universal Pictures,40000000,28169671,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",2009-10-23
Superman/Batman: Public Enemies,22855,Animation,DC Comics,0,0,"United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’, Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman, who must unite—and recruit help—to try and stave off the action-packed onslaught, stop the meteor Luthors plot.",2009-09-29
Couples Retreat,19899,Comedy,Stuber Productions,70000000,171844840,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",2009-09-19
The Box,22825,Thriller,Media Rights Capital,30000000,33333531,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",2009-09-17
Cabin Fever 2: Spring Fever,28739,Horror,Morningstar Films,10000000,0,A high school prom faces a deadly threat: a flesh-eating virus that spreads via a popular brand of bottled water.,2009-08-11
The Rebound,24122,Romance,Process Media,0,0,"Sandy, upon discovering her husband's infidelity while watching her son's birthday video, leaves the suburbs and moves into the city. She gets an apartment that's above a coffee house where she befriends one of the workers, Aram, a guy whose wife only married him so she could get a green card. Aram's family thinks he's wasting his life and education by working in the coffee house. Soon after moving into the apartment, Sandy hires Aram to be her nanny while she takes on work for the first time since her children where born. It isn't long when Aram and Sandy find they get along wonderfully and start to date. But the question is: is their relationship real or is it, in fact, just a rebound for both of them?",2009-09-16
The Girl Who Kicked the Hornet's Nest,33613,Action,ZDF Enterprises,4000000,43498108,"After taking a bullet to the head, Salander is under close supervision in a hospital and is set to face trial for attempted murder on her eventual release. With the help of journalist Mikael Blomkvist and his researchers at Millennium magazine, Salander must prove her innocence. In doing this she plays against powerful enemies and her own past.",2009-11-27
Splice,37707,Horror,Gaumont,26000000,0,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",2009-10-06
Whip It,22798,Drama,Dune Entertainment,15000000,16633035,"In Bodeen, Texas, Land Of The Dragon, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",2009-09-13
A Perfect Getaway,12403,Thriller,Tooley Productions,14000000,22852638,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",2009-06-08
Brothers,7445,Drama,Lionsgate,26000000,43318349,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",2009-01-27
"Sex, Party and Lies",17899,Comedy,Tornasol Films,0,0,"A youth group is preparing for what will be the summer of their life, including secrets, lies, sex, confusion, evenings and holidays.",2009-03-27
The Bad Lieutenant: Port of Call - New Orleans,11699,Drama,Nu Image Films,25000000,10589102,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",2009-09-11
The Fourth Kind,22824,Mystery,Fourth Kind Productions,10000000,42333295,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",2009-11-06
Chloe,28211,Drama,Outpost Studios,15000000,8459458,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",2009-03-25
Whatever Works,19265,Comedy,Sony Pictures Classics,15000000,35097815,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",2009-06-19
Adventureland,16614,Comedy,Miramax Films,9500000,17164377,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",2009-04-03
Van Wilder: Freshman Year,19824,Comedy,Tapestry Films,0,0,"It is freshman year at Coolidge College and Van Wilder is ready to party. To his dismay, all the girls have taken a vow of chastity and the dean rules the school. Van embarks on a crusade to land the campus hottie, Kaitlin, and liberate his school from sexual oppression and party dysfunction.",2009-06-02
